Completed_At,Transaction_ID,Amount,User_ID,User_Type,Status
1/1/2022 1:07,204,25.24,751,0,FAILURE
1/1/2022 1:38,285,18.58,383,1,FAILURE
1/1/2022 2:09,374,15.11,74,0,FAILURE
1/1/2022 2:33,373,7.16,263,0,FAILURE
1/1/2022 2:50,474,20.47,33,0,FAILURE
1/1/2022 3:19,588,17.03,533,0,FAILURE
1/1/2022 3:43,659,33.78,148,1,FAILURE
1/1/2022 3:47,675,18.48,781,0,FAILURE
1/1/2022 4:01,716,23.75,23,0,FAILURE
1/1/2022 4:31,805,25.41,759,0,FAILURE
1/1/2022 4:59,899,25.47,94,0,FAILURE
1/1/2022 6:00,1080,19.39,95,1,FAILURE
1/1/2022 6:15,1131,18.28,412,1,FAILURE
1/1/2022 6:35,1200,17.72,14,0,FAILURE
1/1/2022 7:22,1335,20.83,146,0,FAILURE
1/1/2022 7:23,1338,11.13,505,1,FAILURE
1/1/2022 8:10,1491,14.73,443,0,FAILURE
1/1/2022 8:15,1505,23.84,690,1,FAILURE
1/1/2022 8:59,1639,44.67,570,0,FAILURE
1/1/2022 10:06,1855,39.68,841,0,FAILURE
1/1/2022 10:36,1927,36.82,420,1,FAILURE
1/1/2022 12:24,2274,22.83,796,1,FAILURE
1/1/2022 14:02,2571,16.8,588,0,FAILURE
1/1/2022 14:06,2549,33.05,925,1,FAILURE
1/1/2022 14:36,2565,29.82,122,1,FAILURE
1/1/2022 14:51,2725,19.31,289,0,FAILURE
1/1/2022 15:38,2776,21.06,442,0,FAILURE
1/1/2022 15:39,2871,16.7,884,0,FAILURE
1/1/2022 16:07,2953,16.63,427,0,FAILURE
1/1/2022 16:32,2661,30.03,492,1,FAILURE
1/1/2022 16:32,2663,20.58,734,0,FAILURE
1/1/2022 17:17,3165,34.77,951,0,FAILURE
1/1/2022 18:46,3361,15.32,681,1,FAILURE
1/1/2022 18:49,3442,10.91,533,0,FAILURE
1/1/2022 19:06,3497,30.55,225,0,FAILURE
1/1/2022 19:06,3493,13.41,699,1,FAILURE
1/1/2022 21:47,3971,11.97,886,1,FAILURE
1/1/2022 23:33,4267,14.7,761,0,FAILURE
1/1/2022 23:35,4277,33.47,116,0,FAILURE
1/2/2022 0:30,4435,35.73,397,1,FAILURE
1/2/2022 0:36,4448,13.13,357,0,FAILURE
1/2/2022 1:32,4506,39.78,582,0,FAILURE
1/2/2022 2:02,4511,6.48,210,0,FAILURE
1/2/2022 2:50,4851,31.42,451,0,FAILURE
1/2/2022 3:19,4939,9.41,311,0,FAILURE
1/2/2022 3:28,4959,16.98,577,1,FAILURE
1/2/2022 3:46,5022,18.7,921,0,FAILURE
1/2/2022 3:49,5027,19.14,303,1,FAILURE
1/2/2022 4:00,5064,38.51,424,0,FAILURE
1/2/2022 4:12,5102,33.58,829,0,FAILURE
1/2/2022 4:30,5156,12.23,654,1,FAILURE
1/2/2022 5:03,5236,10.76,79,0,FAILURE
1/2/2022 5:21,5316,24.29,410,1,FAILURE
1/2/2022 5:41,5115,28.58,695,0,FAILURE
1/2/2022 6:51,5579,33.07,226,0,SUCCESS
1/2/2022 7:11,5571,11.61,768,0,FAILURE
1/2/2022 7:37,5709,23.7,721,0,FAILURE
1/2/2022 8:04,5785,29.69,867,0,FAILURE
1/2/2022 8:39,5739,16.53,499,1,SUCCESS
1/2/2022 9:58,6136,19.58,290,0,FAILURE
1/2/2022 11:09,6355,6.01,232,0,FAILURE
1/2/2022 13:40,6796,22.25,958,0,FAILURE
1/2/2022 15:33,7114,11.3,759,0,FAILURE
1/2/2022 15:38,7092,36.05,90,0,FAILURE
1/2/2022 16:28,7275,9.99,532,0,FAILURE
1/2/2022 17:13,7397,0.34,627,0,FAILURE
1/2/2022 17:17,7416,19.57,175,0,FAILURE
1/2/2022 17:45,7488,21.84,948,0,FAILURE
1/2/2022 17:50,7483,27.25,259,0,FAILURE
1/2/2022 19:08,7729,15.65,450,1,FAILURE
1/2/2022 19:15,7758,12.97,102,0,FAILURE
1/2/2022 19:22,7779,19.67,97,0,FAILURE
1/2/2022 19:27,7740,41.9,991,0,FAILURE
1/2/2022 20:20,7660,5.24,542,0,FAILURE
1/2/2022 20:48,6862,16.11,910,0,FAILURE
1/2/2022 22:22,8317,0.01,238,1,FAILURE
1/2/2022 22:49,930,13.91,692,0,FAILURE
1/2/2022 22:57,8402,12.86,819,1,FAILURE
1/2/2022 22:59,8416,3.96,202,0,FAILURE
1/2/2022 23:26,8433,2.83,79,0,FAILURE
1/2/2022 23:50,8574,11.59,512,0,FAILURE
1/3/2022 0:05,8295,24.29,468,1,FAILURE
1/3/2022 0:59,7324,16.62,625,1,FAILURE
1/3/2022 1:34,8884,27.68,420,1,FAILURE
1/3/2022 2:24,9033,12.04,202,0,FAILURE
1/3/2022 2:39,9082,13.33,848,0,SUCCESS
1/3/2022 3:01,9156,2.76,620,1,FAILURE
1/3/2022 3:04,9162,26.11,768,0,FAILURE
1/3/2022 3:12,9187,5.66,822,0,FAILURE
1/3/2022 4:23,9221,14.4,630,0,FAILURE
1/3/2022 4:50,9490,13.33,79,0,FAILURE
1/3/2022 5:16,9568,12.86,559,0,FAILURE
1/3/2022 6:21,9771,5.1,926,0,FAILURE
1/3/2022 7:03,9888,35.39,50,0,FAILURE
1/3/2022 8:03,10074,18.54,105,0,FAILURE
1/3/2022 9:06,10242,36.89,208,0,FAILURE
1/3/2022 9:16,10269,32.26,692,0,FAILURE
1/3/2022 9:31,10309,26.3,708,0,FAILURE
1/3/2022 10:04,10400,26.96,430,0,FAILURE
1/3/2022 10:21,10457,23.32,402,0,FAILURE
1/3/2022 10:23,10461,23.54,652,0,SUCCESS
1/3/2022 12:01,10731,17.94,941,1,FAILURE
1/3/2022 13:25,313,18.32,141,0,FAILURE
1/3/2022 13:48,11062,45.14,883,1,FAILURE
1/3/2022 14:27,11198,18.44,657,0,FAILURE
1/3/2022 14:27,11201,6.41,808,0,FAILURE
1/3/2022 15:59,11485,34.8,52,0,FAILURE
1/3/2022 17:36,11757,6.8,517,1,FAILURE
